date,site,region,pm25_ugm3
2023-11-15,Whangārei Air Shed at Robert Street,Northland,2.48
2023-11-15,Winton at Essex Street,Southland,8.46
2023-11-15,Woolston,Canterbury,7.18
2023-11-16,126 Hautapu Street,Manawatū-Whanganui,3.132
2023-11-16,Anzac Square,Canterbury,5.69
2023-11-16,Billah Street,Waikato,4.04835
2023-11-16,Blenheim Bowling Club,Marlborough,3.33
2023-11-16,Bloodbank,Waikato,4.29171
2023-11-16,Bowling Club,Waikato,4.41274
2023-11-16,Central School,Taranaki,3.35
2023-11-16,Claudelands,Waikato,3.89973
2023-11-16,Geraldine,Canterbury,4.265
2023-11-16,Gillies Ave,Waikato,4.04348
2023-11-16,Gisborne Boys' High School,Gisborne,5.057
2023-11-16,Hampstead,Canterbury,4.419
2023-11-16,Kaiapoi,Canterbury,4.787
2023-11-16,Masterton West (Pownall Street),Wellington,3.352
2023-11-16,Mount Maunganui at Whareroa Marae,Bay of Plenty,6.033
2023-11-16,Nelson at St Vincent St,Nelson,3.5
2023-11-16,Patumahoe,Auckland,5.836
2023-11-16,Penrose,Auckland,5.707
2023-11-16,Plunket AQ,Tasman,4.8
2023-11-16,Rangiora,Canterbury,4.25
2023-11-16,Reefton AQ at School Pool,West Coast,2.89
2023-11-16,Rotorua at Edmund Rd,Bay of Plenty,2.858
2023-11-16,Rotorua at Moses Rd,Bay of Plenty,5.498
2023-11-16,St Albans EP,Canterbury,5.098
2023-11-16,St Johns,Hawke's Bay,4.5
2023-11-16,Takapuna,Auckland,8.101
2023-11-16,Waimate Kennedy,Canterbury,5.387
2023-11-16,Wainuiomata (Moohan Street),Wellington,4.765
2023-11-16,Waitomo District Council,Waikato,3.84608
2023-11-16,Washdyke Alpine,Canterbury,7.602
2023-11-16,Wellington Central (Willis Street),Wellington,5.8
2023-11-16,Whangārei Air Shed at Robert Street,Northland,6.33
2023-11-16,Winton at Essex Street,Southland,6.14
2023-11-16,Woolston,Canterbury,4.59
2023-11-17,126 Hautapu Street,Manawatū-Whanganui,1.848
2023-11-17,Anzac Square,Canterbury,4.744
2023-11-17,Billah Street,Waikato,4.08748
2023-11-17,Blenheim Bowling Club,Marlborough,4.49
2023-11-17,Bloodbank,Waikato,4.12882
2023-11-17,Bowling Club,Waikato,4.0613
2023-11-17,Central School,Taranaki,2.9
2023-11-17,Claudelands,Waikato,3.86119
2023-11-17,Geraldine,Canterbury,4.539
2023-11-17,Gillies Ave,Waikato,3.73033
2023-11-17,Gisborne Boys' High School,Gisborne,4.025
2023-11-17,Hampstead,Canterbury,3.886
2023-11-17,Kaiapoi,Canterbury,4.121
2023-11-17,Masterton West (Pownall Street),Wellington,2.946
2023-11-17,Mount Maunganui at Whareroa Marae,Bay of Plenty,3.346
2023-11-17,Nelson at St Vincent St,Nelson,3.5
2023-11-17,Patumahoe,Auckland,4.227
2023-11-17,Penrose,Auckland,3.426
2023-11-17,Plunket AQ,Tasman,1.8
2023-11-17,Rangiora,Canterbury,2.926
2023-11-17,Reefton AQ at School Pool,West Coast,1.56
2023-11-17,Rotorua at Edmund Rd,Bay of Plenty,3.404
2023-11-17,Rotorua at Moses Rd,Bay of Plenty,5.758
2023-11-17,St Albans EP,Canterbury,3.712
2023-11-17,St Johns,Hawke's Bay,3.8
2023-11-17,Takapuna,Auckland,5.772
2023-11-17,Waimate Kennedy,Canterbury,4.601
2023-11-17,Wainuiomata (Moohan Street),Wellington,3.599
2023-11-17,Waitomo District Council,Waikato,3.64868
2023-11-17,Washdyke Alpine,Canterbury,7.492
2023-11-17,Wellington Central (Willis Street),Wellington,4.605
2023-11-17,Whangārei Air Shed at Robert Street,Northland,4.07
2023-11-17,Winton at Essex Street,Southland,10.91
2023-11-17,Woolston,Canterbury,3.27
2023-11-18,126 Hautapu Street,Manawatū-Whanganui,1.858
2023-11-18,Anzac Square,Canterbury,2.564
2023-11-18,Billah Street,Waikato,2.3341
2023-11-18,Blenheim Bowling Club,Marlborough,5.4
2023-11-18,Bloodbank,Waikato,2.17979
2023-11-18,Bowling Club,Waikato,2.46579
2023-11-18,Central School,Taranaki,0.64
2023-11-18,Claudelands,Waikato,1.76954
2023-11-18,Geraldine,Canterbury,2.381
2023-11-18,Gillies Ave,Waikato,2.73159
2023-11-18,Gisborne Boys' High School,Gisborne,4.392
2023-11-18,Hampstead,Canterbury,3.46
2023-11-18,Kaiapoi,Canterbury,4.447
2023-11-18,Masterton West (Pownall Street),Wellington,3.632
2023-11-18,Mount Maunganui at Whareroa Marae,Bay of Plenty,5.826
2023-11-18,Nelson at St Vincent St,Nelson,3.4
2023-11-18,Patumahoe,Auckland,5.612
2023-11-18,Penrose,Auckland,2.757
2023-11-18,Plunket AQ,Tasman,4.9
2023-11-18,Rangiora,Canterbury,3.114
2023-11-18,Reefton AQ at School Pool,West Coast,1.02
2023-11-18,Rotorua at Edmund Rd,Bay of Plenty,1.849
2023-11-18,Rotorua at Moses Rd,Bay of Plenty,4.782
2023-11-18,St Albans EP,Canterbury,3.468
2023-11-18,St Johns,Hawke's Bay,2.4
2023-11-18,Takapuna,Auckland,5.577
2023-11-18,Waimate Kennedy,Canterbury,2.795
2023-11-18,Wainuiomata (Moohan Street),Wellington,5.035
2023-11-18,Waitomo District Council,Waikato,2.10685
2023-11-18,Washdyke Alpine,Canterbury,2.522
2023-11-18,Wellington Central (Willis Street),Wellington,5.531
2023-11-18,Whangārei Air Shed at Robert Street,Northland,4.17
2023-11-18,Winton at Essex Street,Southland,8.82
2023-11-18,Woolston,Canterbury,3.052
2023-11-19,126 Hautapu Street,Manawatū-Whanganui,0.352
2023-11-19,Anzac Square,Canterbury,5.475
2023-11-19,Billah Street,Waikato,2.2912
2023-11-19,Blenheim Bowling Club,Marlborough,4.87
2023-11-19,Bloodbank,Waikato,2.07831
2023-11-19,Bowling Club,Waikato,2.42938
2023-11-19,Central School,Taranaki,0.14
2023-11-19,Claudelands,Waikato,1.75319
2023-11-19,Geraldine,Canterbury,6.012
2023-11-19,Gillies Ave,Waikato,3.62127
2023-11-19,Gisborne Boys' High School,Gisborne,5.555
2023-11-19,Hampstead,Canterbury,5.28
2023-11-19,Kaiapoi,Canterbury,3.75
2023-11-19,Masterton West (Pownall Street),Wellington,1.958
2023-11-19,Mount Maunganui at Whareroa Marae,Bay of Plenty,3.217
2023-11-19,Nelson at St Vincent St,Nelson,2.7
2023-11-19,Patumahoe,Auckland,3.637
2023-11-19,Penrose,Auckland,3.692
2023-11-19,Plunket AQ,Tasman,3.7
2023-11-19,Rangiora,Canterbury,3.372
2023-11-19,Reefton AQ at School Pool,West Coast,0.88
2023-11-19,Rotorua at Edmund Rd,Bay of Plenty,3.26
2023-11-19,Rotorua at Moses Rd,Bay of Plenty,7.759
2023-11-19,St Albans EP,Canterbury,3.986
2023-11-19,St Johns,Hawke's Bay,2.2
2023-11-19,Takapuna,Auckland,7.33
2023-11-19,Waimate Kennedy,Canterbury,5.997
2023-11-19,Wainuiomata (Moohan Street),Wellington,1.818
2023-11-19,Waitomo District Council,Waikato,2.08001
2023-11-19,Washdyke Alpine,Canterbury,5.406
2023-11-19,Wellington Central (Willis Street),Wellington,3.524
2023-11-19,Whangārei Air Shed at Robert Street,Northland,4.58
2023-11-19,Winton at Essex Street,Southland,10.27
2023-11-19,Woolston,Canterbury,3.919
2023-11-20,126 Hautapu Street,Manawatū-Whanganui,0.345
2023-11-20,Anzac Square,Canterbury,4.788
2023-11-20,Billah Street,Waikato,1.83334
2023-11-20,Blenheim Bowling Club,Marlborough,4.36
2023-11-20,Bloodbank,Waikato,2.38937
2023-11-20,Bowling Club,Waikato,1.87453
2023-11-20,Central School,Taranaki,-0.46
2023-11-20,Claudelands,Waikato,1.8704
2023-11-20,Geraldine,Canterbury,3.411
2023-11-20,Gillies Ave,Waikato,0.86419
2023-11-20,Gisborne Boys' High School,Gisborne,3.131
2023-11-20,Hampstead,Canterbury,3.668
2023-11-20,Kaiapoi,Canterbury,3.116
2023-11-20,Masterton West (Pownall Street),Wellington,2.562
2023-11-20,Mount Maunganui at Whareroa Marae,Bay of Plenty,5.416
2023-11-20,Nelson at St Vincent St,Nelson,2.8
2023-11-20,Patumahoe,Auckland,2.69
2023-11-20,Penrose,Auckland,4.217
2023-11-20,Rangiora,Canterbury,3.062
2023-11-20,Reefton AQ at School Pool,West Coast,1.62
2023-11-20,Rotorua at Edmund Rd,Bay of Plenty,2.344
2023-11-20,Rotorua at Moses Rd,Bay of Plenty,5.21
2023-11-20,St Albans EP,Canterbury,3.134
2023-11-20,St Johns,Hawke's Bay,0.5
2023-11-20,Takapuna,Auckland,4.582
2023-11-20,Waimate Kennedy,Canterbury,5.021
2023-11-20,Wainuiomata (Moohan Street),Wellington,3.815
2023-11-20,Waitomo District Council,Waikato,1.90202
2023-11-20,Washdyke Alpine,Canterbury,5.931
2023-11-20,Wellington Central (Willis Street),Wellington,5.634
2023-11-20,Whangārei Air Shed at Robert Street,Northland,1.01
2023-11-20,Winton at Essex Street,Southland,10.35
2023-11-20,Woolston,Canterbury,3.316
2023-11-21,126 Hautapu Street,Manawatū-Whanganui,2.26
2023-11-21,Anzac Square,Canterbury,5.001
2023-11-21,Billah Street,Waikato,1.40161
2023-11-21,Blenheim Bowling Club,Marlborough,2.64
2023-11-21,Bloodbank,Waikato,1.85883
2023-11-21,Bowling Club,Waikato,1.16696
2023-11-21,Central School,Taranaki,0.3
2023-11-21,Claudelands,Waikato,1.31375
2023-11-21,Geraldine,Canterbury,4.636
2023-11-21,Gillies Ave,Waikato,0.95802
2023-11-21,Gisborne Boys' High School,Gisborne,4.227
2023-11-21,Hampstead,Canterbury,4.086
2023-11-21,Kaiapoi,Canterbury,4.03
2023-11-21,Masterton West (Pownall Street),Wellington,1.342
2023-11-21,Mount Maunganui at Whareroa Marae,Bay of Plenty,0.984
2023-11-21,Nelson at St Vincent St,Nelson,1.6
2023-11-21,Patumahoe,Auckland,6.179
2023-11-21,Penrose,Auckland,4.193
2023-11-21,Plunket AQ,Tasman,4.8
2023-11-21,Rangiora,Canterbury,3.746
2023-11-21,Reefton AQ at School Pool,West Coast,1.67
2023-11-21,Rotorua at Edmund Rd,Bay of Plenty,1.326
2023-11-21,Rotorua at Moses Rd,Bay of Plenty,1.115
2023-11-21,St Albans EP,Canterbury,3.932
2023-11-21,St Johns,Hawke's Bay,1.5
2023-11-21,Waimate Kennedy,Canterbury,4.963
2023-11-21,Wainuiomata (Moohan Street),Wellington,1.057
2023-11-21,Waitomo District Council,Waikato,1.2546
2023-11-21,Washdyke Alpine,Canterbury,7.291
2023-11-21,Wellington Central (Willis Street),Wellington,2.576
2023-11-21,Whangārei Air Shed at Robert Street,Northland,4.88
2023-11-21,Winton at Essex Street,Southland,12.13
2023-11-21,Woolston,Canterbury,4.169
2023-11-22,126 Hautapu Street,Manawatū-Whanganui,0.877
2023-11-22,Anzac Square,Canterbury,6.593
2023-11-22,Billah Street,Waikato,1.1805
2023-11-22,Blenheim Bowling Club,Marlborough,3.5
2023-11-22,Bloodbank,Waikato,1.80296
2023-11-22,Bowling Club,Waikato,1.79746
2023-11-22,Central School,Taranaki,0.5
2023-11-22,Claudelands,Waikato,1.4277
2023-11-22,Geraldine,Canterbury,5.979
2023-11-22,Gillies Ave,Waikato,1.4747
2023-11-22,Gisborne Boys' High School,Gisborne,3.257
2023-11-22,Hampstead,Canterbury,4.504
2023-11-22,Kaiapoi,Canterbury,4.975
2023-11-22,Marewa Park,Hawke's Bay,1.3
2023-11-22,Masterton West (Pownall Street),Wellington,2.521
2023-11-22,Mount Maunganui at Whareroa Marae,Bay of Plenty,4.939
2023-11-22,Patumahoe,Auckland,2.257
2023-11-22,Penrose,Auckland,4.283
2023-11-22,Plunket AQ,Tasman,2.3
2023-11-22,Rangiora,Canterbury,3.79
2023-11-22,Reefton AQ at School Pool,West Coast,1.91
2023-11-22,Rotorua at Edmund Rd,Bay of Plenty,2.303
2023-11-22,Rotorua at Moses Rd,Bay of Plenty,2.307
2023-11-22,St Albans EP,Canterbury,4.359
2023-11-22,St Johns,Hawke's Bay,2.0
2023-11-22,Takapuna,Auckland,2.551
2023-11-22,Waimate Kennedy,Canterbury,7.204
2023-11-22,Wainuiomata (Moohan Street),Wellington,2.964
2023-11-22,Waitomo District Council,Waikato,1.64838
2023-11-22,Washdyke Alpine,Canterbury,8.233
2023-11-22,Wellington Central (Willis Street),Wellington,2.738
2023-11-22,Whangārei Air Shed at Robert Street,Northland,4.27
2023-11-22,Winton at Essex Street,Southland,8.03
2023-11-22,Woolston,Canterbury,4.332
2023-11-23,126 Hautapu Street,Manawatū-Whanganui,0.845
2023-11-23,Anzac Square,Canterbury,6.994
2023-11-23,Billah Street,Waikato,3.72271
2023-11-23,Blenheim Bowling Club,Marlborough,4.13
2023-11-23,Bloodbank,Waikato,4.21261
2023-11-23,Bowling Club,Waikato,4.26133
2023-11-23,Central School,Taranaki,2.93
2023-11-23,Claudelands,Waikato,4.04155
2023-11-23,Geraldine,Canterbury,4.675
2023-11-23,Gillies Ave,Waikato,3.42472
2023-11-23,Gisborne Boys' High School,Gisborne,3.412
2023-11-23,Hampstead,Canterbury,5.104
2023-11-23,Kaiapoi,Canterbury,4.043
2023-11-23,Marewa Park,Hawke's Bay,3.6
2023-11-23,Masterton West (Pownall Street),Wellington,4.607
2023-11-23,Mount Maunganui at Whareroa Marae,Bay of Plenty,6.966
2023-11-23,Nelson at St Vincent St,Nelson,3.9
2023-11-23,Patumahoe,Auckland,4.982
2023-11-23,Penrose,Auckland,3.938
2023-11-23,Plunket AQ,Tasman,4.0
2023-11-23,Rangiora,Canterbury,4.397
2023-11-23,Reefton AQ at School Pool,West Coast,1.19
2023-11-23,Rotorua at Edmund Rd,Bay of Plenty,3.99
2023-11-23,Rotorua at Moses Rd,Bay of Plenty,9.198
2023-11-23,St Albans EP,Canterbury,4.036
2023-11-23,St Johns,Hawke's Bay,3.7
2023-11-23,Takapuna,Auckland,4.81
2023-11-23,Waimate Kennedy,Canterbury,6.13
2023-11-23,Wainuiomata (Moohan Street),Wellington,4.692
2023-11-23,Waitomo District Council,Waikato,3.23349
2023-11-23,Washdyke Alpine,Canterbury,16.336
2023-11-23,Wellington Central (Willis Street),Wellington,6.461
2023-11-23,Whangārei Air Shed at Robert Street,Northland,2.5
2023-11-23,Winton at Essex Street,Southland,11.1
2023-11-23,Woolston,Canterbury,5.494
2023-11-24,126 Hautapu Street,Manawatū-Whanganui,1.971
2023-11-24,Anzac Square,Canterbury,4.396
2023-11-24,Billah Street,Waikato,3.36402
2023-11-24,Blenheim Bowling Club,Marlborough,2.59
2023-11-24,Bloodbank,Waikato,3.81742
2023-11-24,Bowling Club,Waikato,4.34608
2023-11-24,Central School,Taranaki,3.88
2023-11-24,Claudelands,Waikato,3.25933
2023-11-24,Geraldine,Canterbury,5.418
2023-11-24,Gillies Ave,Waikato,3.05076
2023-11-24,Gisborne Boys' High School,Gisborne,6.229
2023-11-24,Hampstead,Canterbury,4.551
2023-11-24,Kaiapoi,Canterbury,4.274
2023-11-24,Marewa Park,Hawke's Bay,2.6
2023-11-24,Masterton West (Pownall Street),Wellington,4.877
2023-11-24,Mount Maunganui at Whareroa Marae,Bay of Plenty,2.209
2023-11-24,Nelson at St Vincent St,Nelson,2.9
2023-11-24,Patumahoe,Auckland,3.27
2023-11-24,Penrose,Auckland,4.259
2023-11-24,Plunket AQ,Tasman,1.8
2023-11-24,Rangiora,Canterbury,4.129
2023-11-24,Reefton AQ at School Pool,West Coast,0.48
2023-11-24,Rotorua at Edmund Rd,Bay of Plenty,2.888
2023-11-24,Rotorua at Moses Rd,Bay of Plenty,3.473
2023-11-24,St Albans EP,Canterbury,4.077
2023-11-24,St Johns,Hawke's Bay,2.8
2023-11-24,Takapuna,Auckland,4.424
2023-11-24,Waimate Kennedy,Canterbury,4.44
2023-11-24,Wainuiomata (Moohan Street),Wellington,3.101
2023-11-24,Waitomo District Council,Waikato,2.69152
2023-11-24,Washdyke Alpine,Canterbury,7.417
2023-11-24,Wellington Central (Willis Street),Wellington,6.826
2023-11-24,Whangārei Air Shed at Robert Street,Northland,2.45
2023-11-24,Winton at Essex Street,Southland,10.43
2023-11-24,Woolston,Canterbury,4.279
2023-11-25,126 Hautapu Street,Manawatū-Whanganui,1.648
2023-11-25,Anzac Square,Canterbury,5.521
2023-11-25,Billah Street,Waikato,2.47462
2023-11-25,Blenheim Bowling Club,Marlborough,1.97
2023-11-25,Bloodbank,Waikato,2.07081
2023-11-25,Bowling Club,Waikato,4.0814
2023-11-25,Central School,Taranaki,3.25
2023-11-25,Claudelands,Waikato,1.74334
2023-11-25,Geraldine,Canterbury,6.432
2023-11-25,Gillies Ave,Waikato,1.8938
2023-11-25,Hampstead,Canterbury,5.572
2023-11-25,Kaiapoi,Canterbury,3.577
2023-11-25,Marewa Park,Hawke's Bay,3.3
2023-11-25,Masterton West (Pownall Street),Wellington,4.878
2023-11-25,Mount Maunganui at Whareroa Marae,Bay of Plenty,2.629
2023-11-25,Nelson at St Vincent St,Nelson,2.4
2023-11-25,Patumahoe,Auckland,2.494
2023-11-25,Penrose,Auckland,5.197
2023-11-25,Plunket AQ,Tasman,2.5
2023-11-25,Rangiora,Canterbury,3.612
2023-11-25,Reefton AQ at School Pool,West Coast,-0.26
2023-11-25,Rotorua at Edmund Rd,Bay of Plenty,2.099
2023-11-25,Rotorua at Moses Rd,Bay of Plenty,3.142
2023-11-25,St Albans EP,Canterbury,3.707
2023-11-25,St Johns,Hawke's Bay,2.9
2023-11-25,Takapuna,Auckland,4.894
2023-11-25,Waimate Kennedy,Canterbury,5.958
2023-11-25,Wainuiomata (Moohan Street),Wellington,3.557
2023-11-25,Waitomo District Council,Waikato,2.21906
2023-11-25,Washdyke Alpine,Canterbury,5.612
2023-11-25,Wellington Central (Willis Street),Wellington,5.936
2023-11-25,Whangārei Air Shed at Robert Street,Northland,5.72
2023-11-25,Winton at Essex Street,Southland,10.77
2023-11-25,Woolston,Canterbury,3.575
2023-11-26,126 Hautapu Street,Manawatū-Whanganui,2.893
2023-11-26,Anzac Square,Canterbury,4.312
2023-11-26,Billah Street,Waikato,2.25396
2023-11-26,Blenheim Bowling Club,Marlborough,5.48
2023-11-26,Bloodbank,Waikato,4.25568
2023-11-26,Bowling Club,Waikato,2.37041
2023-11-26,Central School,Taranaki,1.54
2023-11-26,Claudelands,Waikato,3.44116
2023-11-26,Geraldine,Canterbury,4.376
2023-11-26,Gillies Ave,Waikato,1.09267
2023-11-26,Hampstead,Canterbury,4.306
2023-11-26,Kaiapoi,Canterbury,4.104
2023-11-26,Marewa Park,Hawke's Bay,2.6
2023-11-26,Masterton West (Pownall Street),Wellington,3.782
2023-11-26,Mount Maunganui at Whareroa Marae,Bay of Plenty,3.172
2023-11-26,Nelson at St Vincent St,Nelson,3.4
2023-11-26,Patumahoe,Auckland,5.544
2023-11-26,Penrose,Auckland,5.182
2023-11-26,Plunket AQ,Tasman,6.0
2023-11-26,Rangiora,Canterbury,3.711
2023-11-26,Reefton AQ at School Pool,West Coast,0.65
2023-11-26,Rotorua at Edmund Rd,Bay of Plenty,3.015
2023-11-26,Rotorua at Moses Rd,Bay of Plenty,2.964
2023-11-26,St Albans EP,Canterbury,4.694
2023-11-26,St Johns,Hawke's Bay,2.9
2023-11-26,Takapuna,Auckland,6.025
2023-11-26,Waimate Kennedy,Canterbury,4.904
2023-11-26,Wainuiomata (Moohan Street),Wellington,3.824
2023-11-26,Waitomo District Council,Waikato,1.97717
2023-11-26,Washdyke Alpine,Canterbury,4.454
2023-11-26,Wellington Central (Willis Street),Wellington,3.136
2023-11-26,Whangārei Air Shed at Robert Street,Northland,5.97
2023-11-26,Winton at Essex Street,Southland,10.98
2023-11-26,Woolston,Canterbury,3.664
2023-11-27,126 Hautapu Street,Manawatū-Whanganui,3.643
2023-11-27,Anzac Square,Canterbury,4.099
2023-11-27,Billah Street,Waikato,4.27912
2023-11-27,Blenheim Bowling Club,Marlborough,5.12
2023-11-27,Bloodbank,Waikato,4.72787
2023-11-27,Bowling Club,Waikato,5.87774
2023-11-27,Central School,Taranaki,2.37
2023-11-27,Claudelands,Waikato,4.15135
2023-11-27,Geraldine,Canterbury,4.993
2023-11-27,Gillies Ave,Waikato,3.86439
2023-11-27,Hampstead,Canterbury,5.443
2023-11-27,Kaiapoi,Canterbury,5.914
2023-11-27,Marewa Park,Hawke's Bay,4.3
2023-11-27,Masterton West (Pownall Street),Wellington,4.801
2023-11-27,Mount Maunganui at Whareroa Marae,Bay of Plenty,3.879
2023-11-27,Nelson at St Vincent St,Nelson,4.8
2023-11-27,Patumahoe,Auckland,5.343
2023-11-27,Plunket AQ,Tasman,4.7
2023-11-27,Rangiora,Canterbury,5.785
2023-11-27,Reefton AQ at School Pool,West Coast,2.0
2023-11-27,Rotorua at Edmund Rd,Bay of Plenty,4.148
2023-11-27,Rotorua at Moses Rd,Bay of Plenty,5.273
2023-11-27,St Albans EP,Canterbury,5.093
2023-11-27,St Johns,Hawke's Bay,4.8
2023-11-27,Takapuna,Auckland,5.865
2023-11-27,Waimate Kennedy,Canterbury,5.644
2023-11-27,Wainuiomata (Moohan Street),Wellington,5.062
2023-11-27,Waitomo District Council,Waikato,4.04199
2023-11-27,Washdyke Alpine,Canterbury,5.327
2023-11-27,Wellington Central (Willis Street),Wellington,4.506
2023-11-27,Whangārei Air Shed at Robert Street,Northland,3.93
2023-11-27,Winton at Essex Street,Southland,12.8
2023-11-27,Woolston,Canterbury,4.774
2023-11-28,126 Hautapu Street,Manawatū-Whanganui,2.023
2023-11-28,Anzac Square,Canterbury,6.745
2023-11-28,Billah Street,Waikato,4.36211
2023-11-28,Blenheim Bowling Club,Marlborough,4.12
2023-11-28,Bloodbank,Waikato,5.1972
2023-11-28,Bowling Club,Waikato,5.02989
2023-11-28,Central School,Taranaki,3.72
2023-11-28,Claudelands,Waikato,4.51294
2023-11-28,Geraldine,Canterbury,7.311
2023-11-28,Gillies Ave,Waikato,3.17293
2023-11-28,Hampstead,Canterbury,4.73
2023-11-28,Kaiapoi,Canterbury,3.77
2023-11-28,Marewa Park,Hawke's Bay,2.5
2023-11-28,Masterton West (Pownall Street),Wellington,3.664
2023-11-28,Mount Maunganui at Whareroa Marae,Bay of Plenty,5.326
2023-11-28,Nelson at St Vincent St,Nelson,4.1
2023-11-28,Patumahoe,Auckland,5.9
2023-11-28,Penrose,Auckland,3.547
2023-11-28,Plunket AQ,Tasman,3.5
2023-11-28,Rangiora,Canterbury,3.448
2023-11-28,Reefton AQ at School Pool,West Coast,0.37
2023-11-28,Rotorua at Edmund Rd,Bay of Plenty,2.094
2023-11-28,Rotorua at Moses Rd,Bay of Plenty,4.74
2023-11-28,St Albans EP,Canterbury,4.73
2023-11-28,St Johns,Hawke's Bay,3.2
2023-11-28,Takapuna,Auckland,6.132
2023-11-28,Waimate Kennedy,Canterbury,5.696
2023-11-28,Wainuiomata (Moohan Street),Wellington,5.479
2023-11-28,Waitomo District Council,Waikato,3.94794
2023-11-28,Washdyke Alpine,Canterbury,9.933
2023-11-28,Wellington Central (Willis Street),Wellington,7.351
2023-11-28,Whangārei Air Shed at Robert Street,Northland,3.52
2023-11-28,Winton at Essex Street,Southland,10.31
2023-11-28,Woolston,Canterbury,5.105
2023-11-29,126 Hautapu Street,Manawatū-Whanganui,2.044
2023-11-29,Anzac Square,Canterbury,2.606
2023-11-29,Billah Street,Waikato,3.86336
2023-11-29,Blenheim Bowling Club,Marlborough,3.46
2023-11-29,Bloodbank,Waikato,5.1881
2023-11-29,Bowling Club,Waikato,4.09666
2023-11-29,Central School,Taranaki,4.1
2023-11-29,Claudelands,Waikato,4.48287
2023-11-29,Geraldine,Canterbury,2.986
2023-11-29,Gillies Ave,Waikato,2.50853
2023-11-29,Hampstead,Canterbury,4.183
2023-11-29,Kaiapoi,Canterbury,4.395
2023-11-29,Marewa Park,Hawke's Bay,3.7
2023-11-29,Masterton West (Pownall Street),Wellington,5.342
2023-11-29,Mount Maunganui at Whareroa Marae,Bay of Plenty,3.454
2023-11-29,Nelson at St Vincent St,Nelson,2.6
2023-11-29,Patumahoe,Auckland,5.5
2023-11-29,Penrose,Auckland,5.36
2023-11-29,Plunket AQ,Tasman,2.5
2023-11-29,Rangiora,Canterbury,4.376
2023-11-29,Reefton AQ at School Pool,West Coast,0.37
2023-11-29,Rotorua at Edmund Rd,Bay of Plenty,3.238
2023-11-29,Rotorua at Moses Rd,Bay of Plenty,3.666
2023-11-29,St Albans EP,Canterbury,4.058
2023-11-29,St Johns,Hawke's Bay,3.8
2023-11-29,Takapuna,Auckland,6.406
2023-11-29,Waimate Kennedy,Canterbury,2.413
2023-11-29,Wainuiomata (Moohan Street),Wellington,3.633
2023-11-29,Waitomo District Council,Waikato,3.92607
2023-11-29,Washdyke Alpine,Canterbury,3.829
2023-11-29,Wellington Central (Willis Street),Wellington,6.456
2023-11-29,Whangārei Air Shed at Robert Street,Northland,3.02
2023-11-29,Winton at Essex Street,Southland,9.0
2023-11-29,Woolston,Canterbury,4.288
2023-11-30,126 Hautapu Street,Manawatū-Whanganui,2.756
2023-11-30,Anzac Square,Canterbury,3.438
2023-11-30,Billah Street,Waikato,5.51138
2023-11-30,Blenheim Bowling Club,Marlborough,4.9
2023-11-30,Bloodbank,Waikato,5.01746
2023-11-30,Bowling Club,Waikato,4.31087
2023-11-30,Central School,Taranaki,2.52
2023-11-30,Claudelands,Waikato,5.06049
2023-11-30,Geraldine,Canterbury,4.703
2023-11-30,Gillies Ave,Waikato,3.71024
2023-11-30,Hampstead,Canterbury,3.675
2023-11-30,Kaiapoi,Canterbury,3.852
2023-11-30,Marewa Park,Hawke's Bay,5.3
2023-11-30,Masterton West (Pownall Street),Wellington,4.831
2023-11-30,Mount Maunganui at Whareroa Marae,Bay of Plenty,4.401
2023-11-30,Nelson at St Vincent St,Nelson,4.8
2023-11-30,Patumahoe,Auckland,3.51
2023-11-30,Penrose,Auckland,4.896
2023-11-30,Plunket AQ,Tasman,4.3
2023-11-30,Rangiora,Canterbury,3.681
2023-11-30,Reefton AQ at School Pool,West Coast,1.18
2023-11-30,Rotorua at Edmund Rd,Bay of Plenty,1.04
2023-11-30,Rotorua at Moses Rd,Bay of Plenty,5.041
2023-11-30,St Albans EP,Canterbury,4.163
2023-11-30,St Johns,Hawke's Bay,5.1
2023-11-30,Takapuna,Auckland,5.615
2023-11-30,Waimate Kennedy,Canterbury,4.336
2023-11-30,Wainuiomata (Moohan Street),Wellington,4.3
2023-11-30,Waitomo District Council,Waikato,4.2104
2023-11-30,Washdyke Alpine,Canterbury,6.429
2023-11-30,Wellington Central (Willis Street),Wellington,4.885
2023-11-30,Winton at Essex Street,Southland,9.35
2023-11-30,Woolston,Canterbury,3.767
2023-12-01,126 Hautapu Street,Manawatū-Whanganui,1.424
2023-12-01,Anzac Square,Canterbury,2.446
2023-12-01,Billah Street,Waikato,6.37614
2023-12-01,Blenheim Bowling Club,Marlborough,2.65
2023-12-01,Bloodbank,Waikato,4.90447
2023-12-01,Bowling Club,Waikato,5.18263
2023-12-01,Central School,Taranaki,1.93
2023-12-01,Claudelands,Waikato,4.11765
2023-12-01,Geraldine,Canterbury,2.728
2023-12-01,Gillies Ave,Waikato,3.4465
2023-12-01,Hampstead,Canterbury,1.988
2023-12-01,Kaiapoi,Canterbury,2.284
2023-12-01,Marewa Park,Hawke's Bay,3.2
2023-12-01,Masterton West (Pownall Street),Wellington,3.159
2023-12-01,Mount Maunganui at Whareroa Marae,Bay of Plenty,5.476
2023-12-01,Nelson at St Vincent St,Nelson,3.6
2023-12-01,Patumahoe,Auckland,5.373
2023-12-01,Penrose,Auckland,4.501
2023-12-01,Plunket AQ,Tasman,4.3
